timestamp,rule_name,severity,client_ip,domain,description,mitre_tactics,mitre_techniques,ml_score_A,ml_score_B,ml_combined_score,ml_confidence,enriched_reputation,enriched_dns
2026-03-19T12:45:17.633629,DNS Tunneling Detection,High,192.168.197.135,android.surety-auth0-policy-service.lab.local,DNS tunneling detected: android.surety-auth0-policy-service.lab.local (entropy=4.17>4.0),Exfiltration,"T1572, T1048",0.1969400039315224,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.633727,DNS Tunneling Detection,High,192.168.197.135,mydesktop-qa.softwaredownloads.lab.local,DNS tunneling detected: mydesktop-qa.softwaredownloads.lab.local (entropy=4.03>4.0),Exfiltration,"T1572, T1048",0.4163124418258667,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.633797,DNS Tunneling Detection,High,192.168.197.135,quicksight.agencyportal.lab.local,DNS tunneling detected: quicksight.agencyportal.lab.local (entropy=4.03>4.0),Exfiltration,"T1572, T1048",0.22718353629112242,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.633856,DNS Tunneling Detection,High,192.168.197.135,nodemgmt0x54c52c.omgrecruit.lab.local,DNS tunneling detected: nodemgmt0x54c52c.omgrecruit.lab.local (entropy=4.15>4.0),Exfiltration,"T1572, T1048",0.5847100883722305,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.633915,DNS Tunneling Detection,High,192.168.197.135,streaming5-shared-ln.streaming5-shared-ny.lab.local,DNS tunneling detected: streaming5-shared-ln.streaming5-shared-ny.lab.local (entropy=4.06>4.0),Exfiltration,"T1572, T1048",0.6282356929779053,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.633972,DNS Tunneling Detection,High,192.168.197.135,streaming5-shared-eu.lab.local,DNS tunneling detected: streaming5-shared-eu.lab.local (entropy=4.06>4.0),Exfiltration,"T1572, T1048",0.6275687175989151,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.634030,DNS Tunneling Detection,High,192.168.197.135,qa2-amp.sit01-channel-retail-auth-api.lab.local,DNS tunneling detected: qa2-amp.sit01-channel-retail-auth-api.lab.local (entropy=4.03>4.0),Exfiltration,"T1572, T1048",0.13372209817171096,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634087,DNS Tunneling Detection,High,192.168.197.135,buyersconsole.christmasfood-preview.lab.local,DNS tunneling detected: buyersconsole.christmasfood-preview.lab.local (entropy=4.19>4.0),Exfiltration,"T1572, T1048",0.16137510627508164,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634144,DNS Tunneling Detection,High,192.168.197.135,flowersubscriptions.graphds.lab.local,DNS tunneling detected: flowersubscriptions.graphds.lab.local (entropy=4.05>4.0),Exfiltration,"T1572, T1048",0.4737122368812561,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634201,DNS Tunneling Detection,High,192.168.197.135,tes-sec.wup-16c9d93d.lab.local,DNS tunneling detected: tes-sec.wup-16c9d93d.lab.local (entropy=4.03>4.0),Exfiltration,"T1572, T1048",0.17182477951049804,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634284,DNS Tunneling Detection,High,192.168.197.135,kg8.secure-newmedia.lab.local,DNS tunneling detected: kg8.secure-newmedia.lab.local (entropy=4.02>4.0),Exfiltration,"T1572, T1048",0.1536584308743477,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634345,DNS Tunneling Detection,High,192.168.197.135,lmcissobrokerdc1.workerscompensationsupport.lab.local,DNS tunneling detected: lmcissobrokerdc1.workerscompensationsupport.lab.local (entropy=4.03>4.0),Exfiltration,"T1572, T1048",0.49735455751419066,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634401,DNS Tunneling Detection,High,192.168.197.135,kube-system.origin-mirror.lab.local,DNS tunneling detected: kube-system.origin-mirror.lab.local (entropy=4.01>4.0),Exfiltration,"T1572, T1048",0.5488608923554421,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.634458,DNS Tunneling Detection,High,192.168.197.135,qempshop.staging-secure.lab.local,DNS tunneling detected: qempshop.staging-secure.lab.local (entropy=4.08>4.0),Exfiltration,"T1572, T1048",0.16917872250080107,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634515,DNS Tunneling Detection,High,192.168.197.135,keysvc-uat.mtventertainment-d.lab.local,DNS tunneling detected: keysvc-uat.mtventertainment-d.lab.local (entropy=4.01>4.0),Exfiltration,"T1572, T1048",0.304245246052742,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634572,DNS Tunneling Detection,High,192.168.197.135,video-t-5.webservicesshop.lab.local,DNS tunneling detected: video-t-5.webservicesshop.lab.local (entropy=4.01>4.0),Exfiltration,"T1572, T1048",0.3509133887290955,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634629,DNS Tunneling Detection,High,192.168.197.135,jeudepredictionsnfl.jeudepredictionsolympiques.lab.local,DNS tunneling detected: jeudepredictionsnfl.jeudepredictionsolympiques.lab.local (entropy=4.10>4.0),Exfiltration,"T1572, T1048",0.6201958292722702,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.634685,DNS Tunneling Detection,High,192.168.197.135,jeudepredictionsiihf.jeudepredictionslnh.lab.local,DNS tunneling detected: jeudepredictionsiihf.jeudepredictionslnh.lab.local (entropy=4.00>4.0),Exfiltration,"T1572, T1048",0.6347340649366379,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.634780,DNS Tunneling Detection,High,192.168.197.135,f-test.iadworkbench.lab.local,DNS tunneling detected: f-test.iadworkbench.lab.local (entropy=4.02>4.0),Exfiltration,"T1572, T1048",0.16816116154193878,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.634845,DNS Tunneling Detection,High,192.168.197.135,overseasp-asywqm3bvtr.range.lab.local,DNS tunneling detected: overseasp-asywqm3bvtr.range.lab.local (entropy=4.09>4.0),Exfiltration,"T1572, T1048",0.6089925873279571,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.634902,DNS Tunneling Detection,High,192.168.197.135,cloudinaryproxy-cn.digitalassets-contents.lab.local,DNS tunneling detected: cloudinaryproxy-cn.digitalassets-contents.lab.local (entropy=4.05>4.0),Exfiltration,"T1572, T1048",0.6052775448560714,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.634958,DNS Tunneling Detection,High,192.168.197.135,music-jp-dn.navbharattimesfeeds.lab.local,DNS tunneling detected: music-jp-dn.navbharattimesfeeds.lab.local (entropy=4.22>4.0),Exfiltration,"T1572, T1048",0.20584516406059267,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635015,DNS Tunneling Detection,High,192.168.197.135,it-corp-c01.iviewsupport.lab.local,DNS tunneling detected: it-corp-c01.iviewsupport.lab.local (entropy=4.01>4.0),Exfiltration,"T1572, T1048",0.15393040478229522,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635072,DNS Tunneling Detection,High,192.168.197.135,private-wealth.rm3-f5.lab.local,DNS tunneling detected: private-wealth.rm3-f5.lab.local (entropy=4.03>4.0),Exfiltration,"T1572, T1048",0.2802528703212738,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635129,DNS Tunneling Detection,High,192.168.197.135,gspe12-kittyhawk-ssl.handan.lab.local,DNS tunneling detected: gspe12-kittyhawk-ssl.handan.lab.local (entropy=4.15>4.0),Exfiltration,"T1572, T1048",0.5425835478305816,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.635188,DNS Tunneling Detection,High,192.168.197.135,amp-api-search.bank-account-entry-service.lab.local,DNS tunneling detected: amp-api-search.bank-account-entry-service.lab.local (entropy=4.07>4.0),Exfiltration,"T1572, T1048",0.16834898084402083,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635284,DNS Tunneling Detection,High,192.168.197.135,marketing01.media-gateway.lab.local,DNS tunneling detected: marketing01.media-gateway.lab.local (entropy=4.05>4.0),Exfiltration,"T1572, T1048",0.22155924469232557,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635346,DNS Tunneling Detection,High,192.168.197.135,1268475394.airports.lab.local,DNS tunneling detected: 1268475394.airports.lab.local (entropy=4.16>4.0),Exfiltration,"T1572, T1048",0.13580599729133688,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635404,DNS Tunneling Detection,High,192.168.197.135,vehpurchase-mgmtportal.vendorgateway.lab.local,DNS tunneling detected: vehpurchase-mgmtportal.vendorgateway.lab.local (entropy=4.16>4.0),Exfiltration,"T1572, T1048",0.5994870012998581,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.635459,DNS Tunneling Detection,High,192.168.197.135,searchrecommendations-service-staging.secure-canalplay-chromecast.lab.local,DNS tunneling detected: searchrecommendations-service-staging.secure-canalplay-chromecast.lab.local (entropy=4.07>4.0),Exfiltration,"T1572, T1048",0.6228651627898216,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.635514,DNS Tunneling Detection,High,192.168.197.135,hraplearning2021.img2-staging.lab.local,DNS tunneling detected: hraplearning2021.img2-staging.lab.local (entropy=4.04>4.0),Exfiltration,"T1572, T1048",0.6847763669490814,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.635570,DNS Tunneling Detection,High,192.168.197.135,gifts.gspe12-kittyhawk-kr-ssl.lab.local,DNS tunneling detected: gifts.gspe12-kittyhawk-kr-ssl.lab.local (entropy=4.16>4.0),Exfiltration,"T1572, T1048",0.1635126206278801,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635626,DNS Tunneling Detection,High,192.168.197.135,podcast-testing.poweryourtrade.lab.local,DNS tunneling detected: podcast-testing.poweryourtrade.lab.local (entropy=4.05>4.0),Exfiltration,"T1572, T1048",0.21989627540111542,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635681,DNS Tunneling Detection,High,192.168.197.135,preview-idpgis.prod-nowji.lab.local,DNS tunneling detected: preview-idpgis.prod-nowji.lab.local (entropy=4.01>4.0),Exfiltration,"T1572, T1048",0.5563196814060212,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.635736,DNS Tunneling Detection,High,192.168.197.135,eventhub-cockpit-st.gisc-washington.lab.local,DNS tunneling detected: eventhub-cockpit-st.gisc-washington.lab.local (entropy=4.11>4.0),Exfiltration,"T1572, T1048",0.5598137873411179,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.635793,DNS Tunneling Detection,High,192.168.197.135,delphi.eventhub-cockpit-lts.lab.local,DNS tunneling detected: delphi.eventhub-cockpit-lts.lab.local (entropy=4.00>4.0),Exfiltration,"T1572, T1048",0.19067433923482896,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635848,DNS Tunneling Detection,High,192.168.197.135,nft2.ngx-ethpersonalised.lab.local,DNS tunneling detected: nft2.ngx-ethpersonalised.lab.local (entropy=4.12>4.0),Exfiltration,"T1572, T1048",0.23654340475797653,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635904,DNS Tunneling Detection,High,192.168.197.135,myhelprequests.new-broadbandshield.lab.local,DNS tunneling detected: myhelprequests.new-broadbandshield.lab.local (entropy=4.14>4.0),Exfiltration,"T1572, T1048",0.1371879693865776,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.635961,DNS Tunneling Detection,High,192.168.197.135,nc-pod5-smp-device.neo-proxy.lab.local,DNS tunneling detected: nc-pod5-smp-device.neo-proxy.lab.local (entropy=4.04>4.0),Exfiltration,"T1572, T1048",0.5293953984975814,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.636016,DNS Tunneling Detection,High,192.168.197.135,foxkit.frontend-preview.lab.local,DNS tunneling detected: foxkit.frontend-preview.lab.local (entropy=4.10>4.0),Exfiltration,"T1572, T1048",0.29877932012081143,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.636071,DNS Tunneling Detection,High,192.168.197.135,nyhetsbrev.oci-prod-integration-mipaasiaasservices-dlz.lab.local,DNS tunneling detected: nyhetsbrev.oci-prod-integration-mipaasiaasservices-dlz.lab.local (entropy=4.17>4.0),Exfiltration,"T1572, T1048",0.15556507676839829,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.636126,DNS Tunneling Detection,High,192.168.197.135,gaylordpalms.geniuskitchen.lab.local,DNS tunneling detected: gaylordpalms.geniuskitchen.lab.local (entropy=4.10>4.0),Exfiltration,"T1572, T1048",0.15640402257442473,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.636182,DNS Tunneling Detection,High,192.168.197.135,mh370.networkeditorialssl.lab.local,DNS tunneling detected: mh370.networkeditorialssl.lab.local (entropy=4.10>4.0),Exfiltration,"T1572, T1048",0.4703291916847229,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.636308,DNS Tunneling Detection,High,192.168.197.135,testfptcdn.wdw-gxp-fp-admin.lab.local,DNS tunneling detected: testfptcdn.wdw-gxp-fp-admin.lab.local (entropy=4.09>4.0),Exfiltration,"T1572, T1048",0.12755139887332917,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.636409,DNS Tunneling Detection,High,192.168.197.135,stratesys.tm-china-prod-storage-client-file.lab.local,DNS tunneling detected: stratesys.tm-china-prod-storage-client-file.lab.local (entropy=4.06>4.0),Exfiltration,"T1572, T1048",0.18221871674060822,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.636504,DNS Tunneling Detection,High,192.168.197.135,lt-cn-public-ws-ubiservices.maniaplanet4-packages-nadeo.lab.local,DNS tunneling detected: lt-cn-public-ws-ubiservices.maniaplanet4-packages-nadeo.lab.local (entropy=4.14>4.0),Exfiltration,"T1572, T1048",0.6767424434423447,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.636570,DNS Tunneling Detection,High,192.168.197.135,jdnow-api-contentapistoragest.jdnow-api-contentapistoragest-demo.lab.local,DNS tunneling detected: jdnow-api-contentapistoragest.jdnow-api-contentapistoragest-demo.lab.local (entropy=4.02>4.0),Exfiltration,"T1572, T1048",0.7174343073368072,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.636629,DNS Tunneling Detection,High,192.168.197.135,gb-suche.product-services.lab.local,DNS tunneling detected: gb-suche.product-services.lab.local (entropy=4.01>4.0),Exfiltration,"T1572, T1048",0.5314222556352615,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.636685,DNS Tunneling Detection,High,192.168.197.135,tj-pod3-smp-device-asset.workplacebenefits.lab.local,DNS tunneling detected: tj-pod3-smp-device-asset.workplacebenefits.lab.local (entropy=4.21>4.0),Exfiltration,"T1572, T1048",0.618293052315712,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.636741,DNS Tunneling Detection,High,192.168.197.135,pr-pod1-smp-paymentservices.pr-pod2-smp-device-asset.lab.local,DNS tunneling detected: pr-pod1-smp-paymentservices.pr-pod2-smp-device-asset.lab.local (entropy=4.06>4.0),Exfiltration,"T1572, T1048",0.7404278254508971,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.636821,DNS Tunneling Detection,High,192.168.197.135,nc-pod1-smp-device-asset.nc-pod1-smp-paymentservices.lab.local,DNS tunneling detected: nc-pod1-smp-device-asset.nc-pod1-smp-paymentservices.lab.local (entropy=4.04>4.0),Exfiltration,"T1572, T1048",0.8706354451179504,0.0,,MEDIUM,Unknown (API auth failed),
2026-03-19T12:45:17.636887,DNS Tunneling Detection,High,192.168.197.135,publisher-media2.srdk.lab.local,DNS tunneling detected: publisher-media2.srdk.lab.local (entropy=4.00>4.0),Exfiltration,"T1572, T1048",0.5823683550953864,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.636944,DNS Tunneling Detection,High,192.168.197.135,publisher-media-old.rockfish.lab.local,DNS tunneling detected: publisher-media-old.rockfish.lab.local (entropy=4.02>4.0),Exfiltration,"T1572, T1048",0.5290328943729401,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.637002,DNS Tunneling Detection,High,192.168.197.135,pinksisly01.prod-asksam-chat.lab.local,DNS tunneling detected: pinksisly01.prod-asksam-chat.lab.local (entropy=4.08>4.0),Exfiltration,"T1572, T1048",0.12540121585130692,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637086,DNS Tunneling Detection,High,192.168.197.135,streaming5-akamai-shared-ny.lab.local,DNS tunneling detected: streaming5-akamai-shared-ny.lab.local (entropy=4.04>4.0),Exfiltration,"T1572, T1048",0.6095899048447608,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.637162,DNS Tunneling Detection,High,192.168.197.135,srvcwl3psaas.swedbank-custodyconnect.lab.local,DNS tunneling detected: srvcwl3psaas.swedbank-custodyconnect.lab.local (entropy=4.07>4.0),Exfiltration,"T1572, T1048",0.17640726268291473,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637219,DNS Tunneling Detection,High,192.168.197.135,gift-resource.id-ktv-enc.lab.local,DNS tunneling detected: gift-resource.id-ktv-enc.lab.local (entropy=4.09>4.0),Exfiltration,"T1572, T1048",0.16765773057937622,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637296,DNS Tunneling Detection,High,192.168.197.135,jnjnab13d3-test.openshift.lab.local,DNS tunneling detected: jnjnab13d3-test.openshift.lab.local (entropy=4.11>4.0),Exfiltration,"T1572, T1048",0.5593442595005036,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.637395,DNS Tunneling Detection,High,192.168.197.135,fs-api.genprdsplwssvcsext.lab.local,DNS tunneling detected: fs-api.genprdsplwssvcsext.lab.local (entropy=4.05>4.0),Exfiltration,"T1572, T1048",0.47833153903484343,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637474,DNS Tunneling Detection,High,192.168.197.135,qa02-idp.stage-partners.lab.local,DNS tunneling detected: qa02-idp.stage-partners.lab.local (entropy=4.04>4.0),Exfiltration,"T1572, T1048",0.16678333163261413,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637532,DNS Tunneling Detection,High,192.168.197.135,mytotalrewards.nft00-secure-channel-api.lab.local,DNS tunneling detected: mytotalrewards.nft00-secure-channel-api.lab.local (entropy=4.19>4.0),Exfiltration,"T1572, T1048",0.18422267615795135,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637588,DNS Tunneling Detection,High,192.168.197.135,respond.staging-eshop-be-fr.lab.local,DNS tunneling detected: respond.staging-eshop-be-fr.lab.local (entropy=4.04>4.0),Exfiltration,"T1572, T1048",0.1579684680700302,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637645,DNS Tunneling Detection,High,192.168.197.135,ecostruxure-energy-access-advisor-livelihood.encrypt.lab.local,DNS tunneling detected: ecostruxure-energy-access-advisor-livelihood.encrypt.lab.local (entropy=4.15>4.0),Exfiltration,"T1572, T1048",0.62316535115242,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.637701,DNS Tunneling Detection,High,192.168.197.135,tpp01-secure-api.expert-community.lab.local,DNS tunneling detected: tpp01-secure-api.expert-community.lab.local (entropy=4.16>4.0),Exfiltration,"T1572, T1048",0.23173930317163466,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637757,DNS Tunneling Detection,High,192.168.197.135,sa3.sit01-secure-channel-api.lab.local,DNS tunneling detected: sa3.sit01-secure-channel-api.lab.local (entropy=4.00>4.0),Exfiltration,"T1572, T1048",0.18403286695480348,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637879,DNS Tunneling Detection,High,192.168.197.135,myhub.tpp01-authorise-api.lab.local,DNS tunneling detected: myhub.tpp01-authorise-api.lab.local (entropy=4.09>4.0),Exfiltration,"T1572, T1048",0.1671620637178421,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.637971,DNS Tunneling Detection,High,192.168.197.135,frontierqa1.hsnplaylistgenqa1.lab.local,DNS tunneling detected: frontierqa1.hsnplaylistgenqa1.lab.local (entropy=4.04>4.0),Exfiltration,"T1572, T1048",0.2833202242851257,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.638052,DNS Tunneling Detection,High,192.168.197.135,smy.streaming5-akamai-shared-ln.lab.local,DNS tunneling detected: smy.streaming5-akamai-shared-ln.lab.local (entropy=4.02>4.0),Exfiltration,"T1572, T1048",0.16153870344161986,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.638116,DNS Tunneling Detection,High,192.168.197.135,mobilecheckout.sbg-payroll-prd.lab.local,DNS tunneling detected: mobilecheckout.sbg-payroll-prd.lab.local (entropy=4.06>4.0),Exfiltration,"T1572, T1048",0.2038661429286003,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.638173,DNS Tunneling Detection,High,192.168.197.135,qcom-stg.test-nlb-c1a677a282bc9adf.lab.local,DNS tunneling detected: qcom-stg.test-nlb-c1a677a282bc9adf.lab.local (entropy=4.22>4.0),Exfiltration,"T1572, T1048",0.21066447734832763,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.638253,DNS Tunneling Detection,High,192.168.197.135,customer-ui.nft01-secure-api.lab.local,DNS tunneling detected: customer-ui.nft01-secure-api.lab.local (entropy=4.11>4.0),Exfiltration,"T1572, T1048",0.13190213739871978,0.0,,CLEAN,Unknown (API auth failed),
2026-03-19T12:45:17.638316,DNS Tunneling Detection,High,192.168.197.135,swbf1-terminator.api6.lab.local,DNS tunneling detected: swbf1-terminator.api6.lab.local (entropy=4.07>4.0),Exfiltration,"T1572, T1048",0.5962006068229675,0.0,,LOW,Unknown (API auth failed),
2026-03-19T12:45:17.638374,DNS Tunneling Detection,High,192.168.197.135,serv-prov-reg-app-uat.sit1lwssvcsext.lab.local,DNS tunneling detected: serv-prov-reg-app-uat.sit1lwssvcsext.lab.local (entropy=4.04>4.0),Exfiltration,"T1572, T1048",0.6099997717142105,0.0,,LOW,Unknown (API auth failed),
